Country/Region,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22
France,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.43,0.29,0.57,0.57,0.57,0.5,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.07,0.07,0.07,0.21,0.5,1.93,3.29,6.29,8.43,12.79,13.71,19.71,26.29,46.0,67.64,80.29,86.21,127.14,162.5,161.07,258.86,314.0,314.43,463.71,536.5,631.14,756.43,864.43,964.57,1079.07,1350.29,1487.71,1664.79,1947.0,2122.93,2400.64,2584.0,2749.07,3222.29,3473.21,3497.07,3746.0,3931.21,3940.64,3944.29,4038.64,4104.07,4129.64,4166.86,4054.14,5786.0,5730.29,5538.43,5416.86,6153.29,5920.14,5613.29,5828.5,5717.86,5643.21,5208.79,5066.93,4872.43,4770.07,2893.43,2897.79,2763.43,2354.14,1516.0,1372.93,1459.43,1136.71,1013.57,894.21,1303.14,1186.79,1160.71,1081.29,1062.43,827.43,664.0,831.5,835.36,880.36,793.71,769.14,747.71,731.86,534.0,502.36,415.21
Gabon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.07,0.07,0.07,0.21,0.29,0.36,0.36,0.43,0.43,0.5,0.5,0.43,0.43,0.43,1.07,1.21,1.43,1.29,1.21,1.14,1.36,1.71,2.0,2.64,2.64,2.79,3.0,3.57,2.93,4.43,4.21,6.21,6.21,6.29,6.86,9.0,9.43,8.79,9.14,9.29,9.07,11.0,12.93,14.0,14.0,12.0,16.21,16.14,17.64,17.21,16.5,24.07,32.0,34.64,34.64,42.21,44.64,52.0,59.14,66.64,70.36,70.36,76.07,78.93,83.57,75.93,79.14
Gambia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.07,0.07,0.07,0.14,0.21,0.21,0.21,0.21,0.21,0.29,0.29,0.21,0.21,0.21,0.21,0.21,0.21,0.14,0.07,0.07,0.07,0.07,0.43,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.43,0.43,0.43,0.43,0.43,0.43,0.07,0.07,0.07,0.07,0.07,0.14,0.21,0.57,0.5,0.5,0.5,0.5,0.57,0.71,0.71,0.71,0.86,0.86,0.93,0.86,0.79,0.43,0.43,0.5,0.5,0.5,0.43,0.36
Georgia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.07,0.21,0.21,0.21,0.21,0.29,0.29,0.29,0.93,1.07,1.07,1.64,1.64,1.71,2.07,2.14,2.14,2.21,2.5,2.57,2.79,3.21,2.93,3.29,3.93,3.64,3.93,4.14,4.29,4.14,5.0,5.43,5.64,6.71,8.0,8.07,8.57,9.07,9.0,9.71,9.93,10.79,10.86,11.86,12.07,13.57,13.5,15.29,15.36,16.14,15.71,15.29,15.14,14.64,14.79,15.0,15.29,16.36,16.07,15.07,15.07,13.64,14.0,13.86,13.93,13.64,14.0,13.86,13.57,12.79,12.14,10.64,10.07,9.36,9.29,9.14,7.5,7.21,7.57,7.71,7.36,7.36,7.57,7.14
Germany,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.86,0.93,0.93,1.0,0.93,0.86,0.86,0.86,0.79,0.57,0.43,0.29,0.29,0.29,0.29,0.21,0.21,0.14,0.14,0.07,0.79,2.14,2.29,4.5,8.14,10.21,12.86,17.57,33.29,46.71,55.93,73.14,82.86,102.86,134.36,145.14,259.07,321.86,404.64,508.07,647.21,861.79,1059.86,1369.86,1529.57,1702.36,1991.43,2252.07,2529.64,2990.0,3371.14,3793.57,4021.43,4258.07,4467.93,4681.79,4962.43,5093.64,5277.07,5375.0,5308.43,5334.07,5426.64,5303.07,5092.86,4800.93,4697.07,4513.36,4253.64,4062.93,3778.86,3588.43,3375.0,3218.64,3120.79,2902.0,2668.0,2496.29,2344.86,2257.5,2136.86,2049.0,2039.5,1913.29,1807.93,1620.0,1544.64,1462.86,1363.36,1336.86,1251.0,1164.36,1113.5,1057.93,1007.79,987.0,947.07,897.07,819.21,796.86,770.36,764.64,742.79,769.36,736.5,685.07,651.57
Ghana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.43,0.43,0.5,0.5,0.79,1.14,1.36,1.64,1.93,3.79,6.64,9.43,9.79,9.86,10.43,10.43,11.0,13.43,13.79,13.5,13.29,13.64,13.36,16.71,15.71,17.57,17.21,19.07,29.57,29.57,33.93,31.5,31.21,31.14,44.93,59.14,59.14,53.93,60.07,55.43,64.36,62.21,70.29,70.29,73.93,73.93,102.36,102.36,95.36,80.5,119.79,119.79,138.36,138.36,195.21,213.14,193.79,225.0,246.86,266.93,246.86,254.57,254.71,254.71,215.43,241.21,227.0,227.0,176.71
Greece,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.21,0.29,0.29,0.5,0.5,0.5,0.64,2.21,3.21,3.29,5.21,5.21,6.36,7.0,6.86,13.29,16.0,23.14,23.14,27.14,29.21,27.64,32.14,34.57,39.36,44.43,46.71,51.57,56.64,55.43,59.5,58.93,62.93,66.21,71.21,80.43,79.86,81.64,79.36,75.71,77.79,75.93,75.93,74.64,72.86,68.43,66.64,61.14,55.5,47.36,43.64,40.14,35.71,35.0,40.64,37.43,36.29,34.21,30.36,28.79,27.79,28.29,27.43,27.43,27.71,27.5,27.93,27.64,17.21,18.21,15.36,14.36,14.57,14.21,13.71,12.71,13.14,12.79,14.14,14.21,14.86,14.57,14.14,13.36,12.5,13.07
Grenada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.07,0.5,0.5,0.5,0.64,0.64,0.64,0.64,0.71,0.86,0.86,0.79,0.79,0.79,0.79,0.36,0.5,0.5,0.36,0.36,0.36,0.36,0.29,0.14,0.14,0.14,0.14,0.14,0.21,0.21,0.07,0.29,0.29,0.29,0.36,0.43,0.43,0.43,0.5,0.5,0.5,0.5,0.43,0.43,0.43,0.21,0.21,0.21,0.14,0.07,0.07,0.14,0.07,0.07,0.07,0.07,0.07,0.07,0.07
Guatemala,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.14,0.43,0.43,0.64,0.86,1.21,1.36,1.43,1.5,1.71,1.79,2.0,2.36,2.36,2.43,2.29,2.36,2.71,2.71,3.14,3.0,3.57,4.0,4.5,5.0,7.0,7.36,8.64,8.57,9.21,10.07,10.64,11.71,12.43,14.0,15.64,15.5,16.36,20.64,21.71,24.0,24.64,26.71,25.93,26.93,28.79,30.71,32.36,31.86,31.5,33.5,34.43,32.0,33.57,35.29,39.43,41.71,47.79,56.07,65.64,71.36,76.79,75.71,84.43,97.86,104.79,120.0,131.64
Guinea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.14,0.14,0.29,0.29,0.29,0.29,0.5,0.5,1.07,1.5,1.5,2.07,3.64,5.14,7.79,8.5,8.86,10.0,11.43,13.57,14.57,17.29,16.71,21.21,24.36,26.71,27.57,28.86,29.07,32.71,35.29,38.86,42.64,47.71,53.0,53.29,53.29,60.29,62.64,67.64,75.5,75.71,76.29,71.93,77.71,80.21,78.21,76.07,75.36,74.71,82.14,70.21,75.57,73.07,69.86,66.86,76.57,76.57,77.57,75.14,71.93,81.43,75.57
Guinea-Bissau,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.14,0.14,0.14,0.57,0.57,0.64,0.64,1.07,1.29,1.29,1.29,2.36,2.21,2.43,2.43,2.57,2.57,2.14,2.14,2.43,2.43,2.0,2.0,2.29,2.29,1.21,1.21,1.0,1.14,1.0,1.07,2.5,2.5,11.57,11.57,15.29,15.07,14.79,25.93,25.93,30.36,36.71,38.71,42.07,48.07,49.14,53.36,45.07,50.57,46.86,50.86,52.36,44.21,44.64,43.86,38.93,37.14
Guyana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.29,0.29,0.5,0.5,0.5,0.5,0.5,1.36,1.43,0.36,0.36,0.29,0.29,0.5,0.29,0.29,0.36,0.86,0.86,1.14,1.14,0.36,0.79,2.0,2.29,2.29,2.29,2.64,2.64,2.64,2.5,2.57,2.57,2.86,2.86,2.93,2.43,2.36,2.14,2.36,2.57,2.0,2.07,2.07,1.93,1.64,1.93,1.36,1.36,1.21,1.93,1.93,1.86,1.64,1.5,1.5,2.14,2.5,2.79,2.5,2.21,2.43,2.5,2.5,2.29,2.29,2.29,2.43,2.36
Haiti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.14,0.43,0.5,0.57,0.57,0.57,0.57,1.07,1.07,1.07,1.14,1.14,1.14,1.29,1.36,1.29,1.29,1.36,1.57,1.64,1.79,1.29,1.79,1.79,1.79,1.79,1.79,1.71,1.86,2.36,2.29,2.5,3.0,2.93,2.79,2.93,2.57,2.57,2.5,2.86,3.0,2.93,2.93,3.07,3.14,2.79,4.07,5.29,5.64,7.71,9.5,9.5,11.29,13.71,16.07,19.5,26.29,30.93,30.86,35.36,43.21,47.57
Holy See,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.21,0.21,0.21,0.21,0.36,0.36,0.36,0.36,0.36,0.43,0.43,0.43,0.43,0.43,0.21,0.29,0.29,0.29,0.14,0.14,0.14,0.14,0.14,0.07,0.07,0.07,0.07,0.14,0.14,0.07,0.07,0.07,0.07,0.07,0.07,0.14,0.14,0.21,0.21,0.21,0.21,0.14,0.14,0.21,0.21,0.21,0.21,0.21,0.21,0.14,0.14,0.07,0.07,0.07,0.07,0.07,0.07,0.0,0.0,0.0
Honduras,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.14,0.14,0.21,0.43,0.57,0.64,0.86,1.71,1.71,1.86,2.14,2.14,2.43,3.57,4.71,6.64,7.64,9.5,9.5,11.64,14.79,14.14,17.14,17.29,19.14,19.64,19.71,20.79,22.43,21.21,20.21,18.43,19.0,17.64,14.79,15.71,13.79,14.57,12.79,13.5,14.14,12.57,14.93,16.79,16.71,18.86,21.07,22.79,24.64,25.86,39.5,41.64,50.07,55.43,67.93,83.29,84.29,85.93,96.07,102.79,98.43,108.36,110.5,118.29,111.07,113.64,115.71,120.36,106.71,108.5,121.86
Hungary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.14,0.29,0.5,0.64,0.64,0.93,0.93,1.36,2.14,2.29,2.79,3.57,4.0,5.07,5.93,7.07,8.86,11.29,12.71,15.21,17.71,20.07,22.36,26.86,29.14,31.57,33.36,36.57,38.43,41.07,43.0,41.21,45.0,47.79,51.36,63.57,69.07,71.57,72.21,72.86,75.29,76.21,81.43,82.57,84.5,88.57,91.5,90.93,93.14,89.5,80.93,77.86,80.36,81.21,82.0,80.21,78.57,79.14,77.29,75.07,69.07,67.36,61.86,52.5,55.0,54.5,50.07,47.43,43.86,43.21,39.57,37.93,36.5,35.71,35.07,34.79,35.07,35.71
Iceland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.21,0.43,0.79,1.86,2.43,3.07,3.57,3.57,4.14,4.93,6.07,7.36,9.5,11.07,12.0,12.43,14.93,16.0,21.14,26.14,30.21,37.0,37.86,41.36,46.57,49.93,54.0,57.64,60.64,64.71,65.36,69.29,70.64,68.21,67.43,65.57,69.57,67.0,62.79,60.43,56.07,51.86,48.64,44.64,41.79,36.21,30.0,27.86,24.5,20.36,15.07,13.71,12.07,10.07,8.14,7.21,6.5,5.79,5.36,5.0,4.14,3.14,2.71,2.0,1.86,1.5,1.0,0.86,0.86,0.79,0.64,0.64,0.43,0.36,0.36,0.29,0.29,0.21,0.21,0.21,0.29,0.14,0.14
India,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.14,0.14,0.14,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,1.79,1.93,2.0,2.21,2.57,2.86,3.79,4.21,5.0,5.64,7.07,7.86,8.14,9.79,9.14,11.71,15.21,21.14,25.5,32.57,34.29,42.5,46.71,57.5,63.21,65.07,80.86,89.64,131.57,167.79,165.93,196.57,228.0,305.64,341.07,375.64,428.43,479.36,532.79,584.36,657.29,720.71,737.43,777.64,841.79,902.86,1001.93,982.93,1054.93,1103.86,1168.0,1209.43,1274.07,1334.64,1357.0,1416.93,1481.43,1530.93,1636.07,1712.64,1777.86,1992.71,2094.29,2258.36,2376.71,2511.79,2608.93,2805.07,2951.21,3069.14,3213.79,3366.71,3466.21,3639.21,3799.5,3849.36,4076.79,4217.21,4419.64,4649.93
Indonesia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.14,0.14,0.29,0.29,0.43,1.36,1.93,2.43,2.43,4.93,6.86,8.36,9.43,12.14,16.07,22.07,26.07,31.86,36.29,40.0,47.07,54.0,61.36,69.79,75.64,83.43,91.43,96.86,103.57,105.64,115.5,117.29,125.64,136.57,146.57,154.71,171.43,176.14,191.93,211.14,224.5,236.5,247.07,266.14,281.21,296.86,307.29,304.93,314.07,318.71,320.14,335.64,340.36,331.5,324.21,333.71,331.07,328.71,330.57,328.21,329.79,344.79,352.57,358.57,357.21,350.07,359.86,367.86,369.21,374.14,404.79,420.57,424.64,441.57,451.57,458.79,458.93,482.21,527.57,548.86
Iran,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.36,1.29,2.0,3.07,4.36,6.79,9.93,17.5,27.71,42.36,69.86,107.21,166.86,208.57,250.57,337.79,413.93,465.93,507.14,567.64,632.93,702.14,784.0,866.86,925.71,963.57,988.07,1031.36,1063.86,1064.07,1056.21,1076.57,1134.86,1197.79,1286.93,1380.79,1497.71,1619.93,1740.79,1893.14,2031.14,2159.43,2290.07,2395.64,2509.5,2613.43,2675.07,2698.43,2683.5,2629.57,2561.43,2472.93,2384.07,2272.0,2162.29,2056.86,1966.21,1879.36,1794.64,1713.21,1643.21,1586.64,1529.29,1486.14,1428.71,1378.5,1342.5,1297.79,1264.79,1233.43,1188.93,1153.71,1112.86,1086.64,1081.57,1083.43,1118.14,1150.64,1178.36,1206.57,1223.0,1272.43,1298.79,1362.0,1420.93,1499.21,1567.43,1626.71,1703.21,1759.5,1807.07,1871.86,1925.79
Iraq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.36,0.5,0.5,0.93,1.36,1.86,2.29,2.5,2.5,2.86,3.86,4.29,4.21,5.0,4.71,4.57,6.71,6.93,6.93,7.0,8.71,9.21,11.21,12.0,11.43,12.36,14.71,17.5,19.64,22.21,25.5,28.29,30.79,36.14,38.57,40.29,41.43,43.71,47.43,52.0,54.64,57.57,61.14,60.71,58.64,58.0,57.5,53.43,50.43,49.07,47.29,47.29,45.36,41.29,38.79,34.29,30.64,31.79,30.64,31.79,33.43,33.5,37.71,42.0,46.5,47.93,50.43,54.07,55.14,59.21,60.64,61.86,63.93,65.43,67.64,69.36,70.36,73.5,75.57,74.29,74.36,79.14,86.29,84.29,88.86,95.29,97.21
Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.14,0.43,0.43,1.29,1.29,1.36,1.5,2.43,3.07,3.07,6.43,9.14,9.14,12.0,15.79,20.43,39.36,47.5,54.79,63.36,78.86,92.5,108.64,126.86,145.07,163.29,177.57,195.79,215.14,225.36,235.14,256.43,272.79,292.0,302.79,312.86,322.14,339.64,426.29,465.21,502.86,552.64,588.86,650.0,673.0,693.36,725.29,732.64,734.86,737.93,756.93,788.07,721.07,688.07,686.21,642.93,599.86,550.43,524.36,489.5,458.43,446.79,437.14,424.5,398.36,341.29,311.21,299.93,266.71,249.07,240.36,224.86,229.64,223.07,205.14,186.14,173.43,162.0,147.64,143.29,140.36
Israel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.07,0.07,0.14,0.21,0.29,0.5,0.71,0.71,0.86,1.07,1.43,2.57,3.0,4.29,4.29,5.29,5.5,6.93,8.71,10.57,14.5,14.86,17.0,20.64,29.07,35.14,47.79,58.71,72.14,83.07,163.57,185.21,207.79,247.43,288.14,319.79,364.86,413.43,459.29,492.79,509.93,539.07,559.5,572.14,502.5,519.64,526.64,508.86,492.71,492.21,477.71,457.79,421.5,396.71,386.71,361.5,343.5,335.29,363.86,345.36,332.14,325.36,307.0,283.5,263.0,238.07,227.71,222.79,208.57,194.07,180.93,167.64,129.43,112.71,98.43,82.57,73.86,67.93,57.21,51.0,45.21,34.86,30.21,29.21,28.36,26.43,25.5,21.57,18.14
Italy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.07,0.07,0.07,0.07,0.07,0.07,0.07,1.21,4.21,10.86,16.14,22.79,32.14,46.57,63.21,80.36,120.79,145.21,178.5,220.43,275.36,329.71,415.79,515.71,638.79,701.93,857.79,1032.71,1198.0,1430.64,1646.64,1853.14,2071.71,2330.29,2655.5,3027.5,3406.79,3697.36,3911.07,4216.21,4423.14,4676.86,4917.0,5093.93,5210.14,5268.5,5306.14,5347.21,5300.5,5200.43,5075.29,4986.43,4901.43,4743.57,4645.43,4502.64,4362.79,4271.36,4191.0,4126.93,4049.71,3898.64,3835.64,3757.64,3663.79,3573.14,3477.21,3455.07,3421.79,3310.5,3244.07,3077.14,2950.86,2849.86,2786.93,2745.43,2608.71,2499.57,2385.93,2267.5,2193.57,2075.43,1937.86,1848.93,1727.93,1636.93,1528.21,1457.14,1407.93,1322.36,1259.5,1175.5,1102.29,1051.29,996.29,977.57,921.93,867.71,819.5
Jamaica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.14,0.57,0.57,0.71,0.71,0.86,0.93,1.07,1.14,1.14,1.36,1.36,1.5,1.79,1.71,1.29,1.57,1.57,1.86,1.71,2.21,2.29,2.21,2.64,2.79,2.79,3.0,2.64,2.64,2.64,2.5,2.64,2.64,2.64,5.79,6.86,6.86,7.86,8.21,11.79,11.43,12.14,13.86,16.07,17.14,20.07,20.79,20.79,19.36,19.93,20.64,21.43,21.14,17.71,17.86,17.5,16.5,14.43,13.21,10.86,10.07,10.21,8.07,6.21,5.64,3.86,3.64,3.5,3.36,3.64,3.29,3.86
Japan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43,1.43,1.64,1.64,1.57,1.57,1.36,1.5,1.21,1.0,1.64,2.79,3.29,3.71,4.43,5.14,5.71,6.93,8.64,9.5,10.29,11.5,13.29,14.21,14.14,14.07,14.86,15.64,17.64,19.0,22.5,24.21,25.36,25.14,29.36,32.14,30.36,33.79,38.0,41.64,40.36,41.79,39.86,40.29,38.79,39.0,42.79,44.07,43.71,47.71,53.43,54.79,65.71,73.36,73.36,76.79,92.07,112.21,118.14,152.29,145.57,180.43,193.79,210.71,234.29,290.14,308.0,348.71,393.14,406.57,423.0,437.93,512.14,511.21,547.0,510.21,516.36,518.21,550.07,521.36,516.14,478.07,484.5,435.07,413.93,390.14,322.71,305.36,291.43,305.79,294.14,267.21,222.07,196.14,173.71,166.86,121.0,159.43,153.86,145.14,135.57,119.0,100.57,87.64,79.57,79.57,67.64,67.0
